Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2021,W,PLAN,211,,001,City-Making: A Global Perspective,Su-Jan Yeo,60,82.8,84.0,80.8,88.0,93.0,60.0,,,,,,,,6,17,20,9
UBCV,2021,W,PLAN,221,,001,City Visuals,Erick Villagomez,96,79.3,83.0,78.8,86.0,93.0,0.0,,,,,,,10,12,37,23,7
UBCV,2021,W,PLAN,321,,001,Indigeneity and the City,Kamala Todd,28,86.2,86.5,83.0,88.0,95.0,77.0,,,,,,,,,11,10,6
UBCV,2021,W,PLAN,331,,001,The Just City in a Divided World,Leonora Angeles,50,87.3,87.0,86.0,89.0,94.0,81.0,0,0,0,0,0,0,0,0,8,33,9
UBCV,2021,W,PLAN,341,,001,"Smart Cities: Concepts, Methods and Design",Martino Tran,76,88.6,89.0,86.0,91.0,95.0,80.0,0,0,0,0,0,0,0,0,9,33,34
UBCV,2021,W,PLAN,351,,001,Green Cities,James John Timothy Connolly,27,81.4,83.0,81.0,84.5,87.0,48.0,,,,,,,,,14,7,
UBCV,2021,W,PLAN,425,,001,Urban Planning Issues and Concepts,Louisa-May Khoo,65,81.0,82.0,79.0,85.0,91.0,19.0,,,,,,,,16,26,16,
UBCV,2021,W,PLAN,503,,001,Planning for Community Economic Development,William Trousdale,13,90.8,90.0,90.0,92.0,93.0,90.0,0,0,0,0,0,0,0,0,0,0,13
UBCV,2021,W,PLAN,508,,001,Foundations of Planning Theory and History,Michael Hooper,45,92.6,92.0,89.0,96.0,99.0,86.0,0,0,0,0,0,0,0,0,0,14,31
UBCV,2021,W,PLAN,509,,001,Urbanism as a Global Way of Life,Su-Jan Yeo,42,88.0,90.0,86.0,94.0,99.0,18.0,,,,,,,,,8,10,23
UBCV,2021,W,PLAN,517,,001,Theory and Methods of Urban Design,Erick Villagomez,29,85.6,85.0,85.0,87.0,87.0,84.0,,,,,,,,,,24,
UBCV,2021,W,PLAN,521,,001,Quantitative Skills for Planners,Stephanie Chang,43,86.8,87.0,85.0,89.0,93.0,78.0,,,,,,,,,6,29,7
UBCV,2021,W,PLAN,522,,001,Qualitative Data Collection and Analysis,Leonora Angeles,36,90.2,90.0,90.0,91.0,91.0,87.0,,,,,,,,,,,35
UBCV,2021,W,PLAN,523,,001,The Profession of Planning,Emilie Adin,36,90.9,91.0,90.0,92.0,95.0,79.0,,,,,,,,,,,30
UBCV,2021,W,PLAN,524,,001,Legal Concepts for Professional Planning,William Buholzer,42,90.3,91.0,87.0,94.0,100.0,75.0,,,,,,,,,,13,25
UBCV,2021,W,PLAN,525,,001,Planning Practice Methods,Mark Stevens,43,86.3,86.0,83.5,89.0,95.0,80.0,0,0,0,0,0,0,0,0,15,19,9
UBCV,2021,W,PLAN,526,,001,Selected Topics in Experimental Learning: The Planning Studio,James John Timothy Connolly;Clare Mochrie;Maged Senbel;Erick Villagomez,28,86.4,89.0,88.0,90.0,91.0,20.0,,,,,,,,,,14,12
UBCV,2021,W,PLAN,531,,001,Planning for Disaster-Resilient Communities,Ryan Reynolds,20,89.7,90.0,87.0,92.3,99.0,77.0,,,,,,,,,,,13
UBCV,2021,W,PLAN,532,,001,Strategic Planning: Developing and Implementing Policy Plans,Rosemary Mcafee,18,91.8,92.0,90.0,94.0,96.0,86.0,,,,,,,,,,,16
UBCV,2021,W,PLAN,533,,001,"Indigenous Planning: Ways of Being, Knowing and Doing",Margaret Low,9,88.4,89.0,88.0,90.0,90.0,85.0,,,,,,,,,,,
UBCV,2021,W,PLAN,542,,001,Practical Practice: City Planning as a Craft,Larry Beasley,15,88.4,87.0,86.0,92.5,94.0,83.0,,,,,,,,,,7,
UBCV,2021,W,PLAN,548,D,001,Current Issues in Planning,Julia Harten,13,95.6,97.0,97.0,98.0,99.0,85.0,,,,,,,,,,,11
UBCV,2021,W,PLAN,548,G,001,Current Issues in Planning,James John Timothy Connolly,18,85.3,87.0,85.0,89.0,91.0,57.0,,,,,,,,,,12,
UBCV,2021,W,PLAN,548,M,001,Current Issues in Planning,Michael Hooper,9,94.6,95.0,94.0,96.0,97.0,89.0,,,,,,,,,,,8
UBCV,2021,W,PLAN,548,O,001,Current Issues in Planning,Patricia Kendall,7,85.6,84.0,82.5,87.5,95.0,80.0,,,,,,,,,,,
UBCV,2021,W,PLAN,548,P,001,Current Issues in Planning,Margaret Low,25,88.8,88.0,86.0,91.0,94.0,84.0,,,,,,,,,,14,10
UBCV,2021,W,PLAN,553,,001,"Indigenous Law, Governance and Community Planning",Crystal Reeves,10,88.6,88.5,87.0,90.0,93.0,85.0,,,,,,,,,,6,
UBCV,2021,W,PLAN,561,,001,Seminar in Real Property Development and Planning,Jay Wollenberg,27,93.4,95.0,94.0,95.0,97.0,86.0,,,,,,,,,,,22
UBCV,2021,W,PLAN,580,,001,Urban Transportation Planning,Tamim Raad,23,89.2,89.0,88.0,91.5,94.0,85.0,0,0,0,0,0,0,0,0,0,14,9
UBCV,2021,W,PLAN,587,A,001,Urban Design,Erick Villagomez,15,84.1,84.0,84.0,84.0,85.0,83.0,,,,,,,,,13,,
UBCV,2021,W,PLAN,595,,001,"Facilitation, Negotiation and Conflict Resolution for Planners",Aaron Lao,24,89.7,90.0,87.8,92.0,96.0,83.0,,,,,,,,,,8,14
